period_start,regionid,fuel,perc
2026-07-17T05:00:00Z,5,wind,11.7
2026-07-17T05:00:00Z,6,biomass,3.5
2026-07-17T05:00:00Z,6,coal,0
2026-07-17T05:00:00Z,6,gas,16.1
2026-07-17T05:00:00Z,6,hydro,0
2026-07-17T05:00:00Z,6,imports,4.7
2026-07-17T05:00:00Z,6,nuclear,41.2
2026-07-17T05:00:00Z,6,other,0
2026-07-17T05:00:00Z,6,solar,2.6
2026-07-17T05:00:00Z,6,wind,32
2026-07-17T05:00:00Z,7,biomass,0
2026-07-17T05:00:00Z,7,coal,0
2026-07-17T05:00:00Z,7,gas,98
2026-07-17T05:00:00Z,7,hydro,0
2026-07-17T05:00:00Z,7,imports,0
2026-07-17T05:00:00Z,7,nuclear,0
2026-07-17T05:00:00Z,7,other,0
2026-07-17T05:00:00Z,7,solar,1.4
2026-07-17T05:00:00Z,7,wind,0.6
2026-07-17T05:00:00Z,8,biomass,3.7
2026-07-17T05:00:00Z,8,coal,0
2026-07-17T05:00:00Z,8,gas,47.7
2026-07-17T05:00:00Z,8,hydro,0
2026-07-17T05:00:00Z,8,imports,5
2026-07-17T05:00:00Z,8,nuclear,25
2026-07-17T05:00:00Z,8,other,0
2026-07-17T05:00:00Z,8,solar,3.2
2026-07-17T05:00:00Z,8,wind,15.4
2026-07-17T05:00:00Z,9,biomass,20.6
2026-07-17T05:00:00Z,9,coal,0
2026-07-17T05:00:00Z,9,gas,59.8
2026-07-17T05:00:00Z,9,hydro,0
2026-07-17T05:00:00Z,9,imports,5.3
2026-07-17T05:00:00Z,9,nuclear,4.5
2026-07-17T05:00:00Z,9,other,0
2026-07-17T05:00:00Z,9,solar,2.9
2026-07-17T05:00:00Z,9,wind,6.8
2026-07-17T05:00:00Z,10,biomass,13.6
2026-07-17T05:00:00Z,10,coal,0
2026-07-17T05:00:00Z,10,gas,56
2026-07-17T05:00:00Z,10,hydro,0
2026-07-17T05:00:00Z,10,imports,3.5
2026-07-17T05:00:00Z,10,nuclear,2.9
2026-07-17T05:00:00Z,10,other,0
2026-07-17T05:00:00Z,10,solar,6.9
2026-07-17T05:00:00Z,10,wind,17.1
2026-07-17T05:00:00Z,11,biomass,0
2026-07-17T05:00:00Z,11,coal,0
2026-07-17T05:00:00Z,11,gas,93
2026-07-17T05:00:00Z,11,hydro,0
2026-07-17T05:00:00Z,11,imports,0
2026-07-17T05:00:00Z,11,nuclear,0
2026-07-17T05:00:00Z,11,other,0
2026-07-17T05:00:00Z,11,solar,5.9
2026-07-17T05:00:00Z,11,wind,1
2026-07-17T05:00:00Z,12,biomass,8.2
2026-07-17T05:00:00Z,12,coal,0
2026-07-17T05:00:00Z,12,gas,63.5
2026-07-17T05:00:00Z,12,hydro,0
2026-07-17T05:00:00Z,12,imports,6.9
2026-07-17T05:00:00Z,12,nuclear,8.8
2026-07-17T05:00:00Z,12,other,0
2026-07-17T05:00:00Z,12,solar,5.2
2026-07-17T05:00:00Z,12,wind,7.4
2026-07-17T05:00:00Z,13,biomass,7.2
2026-07-17T05:00:00Z,13,coal,0
2026-07-17T05:00:00Z,13,gas,68.7
2026-07-17T05:00:00Z,13,hydro,0.2
2026-07-17T05:00:00Z,13,imports,7.1
2026-07-17T05:00:00Z,13,nuclear,3.1
2026-07-17T05:00:00Z,13,other,0
2026-07-17T05:00:00Z,13,solar,4.7
2026-07-17T05:00:00Z,13,wind,9.1
2026-07-17T05:00:00Z,14,biomass,1.7
2026-07-17T05:00:00Z,14,coal,0
2026-07-17T05:00:00Z,14,gas,81
2026-07-17T05:00:00Z,14,hydro,0.4
2026-07-17T05:00:00Z,14,imports,9.8
2026-07-17T05:00:00Z,14,nuclear,0.7
2026-07-17T05:00:00Z,14,other,0
2026-07-17T05:00:00Z,14,solar,2.6
2026-07-17T05:00:00Z,14,wind,3.8
2026-07-17T05:00:00Z,15,biomass,10.8
2026-07-17T05:00:00Z,15,coal,0
2026-07-17T05:00:00Z,15,gas,52.2
2026-07-17T05:00:00Z,15,hydro,0
2026-07-17T05:00:00Z,15,imports,7.7
2026-07-17T05:00:00Z,15,nuclear,13.1
2026-07-17T05:00:00Z,15,other,0
2026-07-17T05:00:00Z,15,solar,3.9
2026-07-17T05:00:00Z,15,wind,12.3
2026-07-17T05:00:00Z,16,biomass,2.3
2026-07-17T05:00:00Z,16,coal,0
2026-07-17T05:00:00Z,16,gas,0
2026-07-17T05:00:00Z,16,hydro,0
2026-07-17T05:00:00Z,16,imports,0
2026-07-17T05:00:00Z,16,nuclear,42.3
2026-07-17T05:00:00Z,16,other,0
2026-07-17T05:00:00Z,16,solar,0.9
2026-07-17T05:00:00Z,16,wind,54.6
2026-07-17T05:00:00Z,17,biomass,0.2
2026-07-17T05:00:00Z,17,coal,0
2026-07-17T05:00:00Z,17,gas,88.5
2026-07-17T05:00:00Z,17,hydro,0
2026-07-17T05:00:00Z,17,imports,0
2026-07-17T05:00:00Z,17,nuclear,4.5
2026-07-17T05:00:00Z,17,other,0
2026-07-17T05:00:00Z,17,solar,1.6
2026-07-17T05:00:00Z,17,wind,5.2
2026-07-17T05:00:00Z,18,biomass,9.5
2026-07-17T05:00:00Z,18,coal,0
2026-07-17T05:00:00Z,18,gas,48.5
2026-07-17T05:00:00Z,18,hydro,1.5
2026-07-17T05:00:00Z,18,imports,8.2
2026-07-17T05:00:00Z,18,nuclear,12.6
2026-07-17T05:00:00Z,18,other,4.1
2026-07-17T05:00:00Z,18,solar,3.4
2026-07-17T05:00:00Z,18,wind,12.2
2026-07-17T05:30:00Z,1,biomass,0
2026-07-17T05:30:00Z,1,coal,0
2026-07-17T05:30:00Z,1,gas,0
2026-07-17T05:30:00Z,1,hydro,0
2026-07-17T05:30:00Z,1,imports,0
2026-07-17T05:30:00Z,1,nuclear,0
2026-07-17T05:30:00Z,1,other,0
2026-07-17T05:30:00Z,1,solar,1.7
2026-07-17T05:30:00Z,1,wind,98.3
2026-07-17T05:30:00Z,2,biomass,2.3
2026-07-17T05:30:00Z,2,coal,0
2026-07-17T05:30:00Z,2,gas,0
2026-07-17T05:30:00Z,2,hydro,0
2026-07-17T05:30:00Z,2,imports,0
2026-07-17T05:30:00Z,2,nuclear,49.8
2026-07-17T05:30:00Z,2,other,0
2026-07-17T05:30:00Z,2,solar,1.7
2026-07-17T05:30:00Z,2,wind,46.3
2026-07-17T05:30:00Z,3,biomass,4.9
2026-07-17T05:30:00Z,3,coal,0
2026-07-17T05:30:00Z,3,gas,18.7
2026-07-17T05:30:00Z,3,hydro,0
2026-07-17T05:30:00Z,3,imports,9.8
2026-07-17T05:30:00Z,3,nuclear,44.8
2026-07-17T05:30:00Z,3,other,0
2026-07-17T05:30:00Z,3,solar,2.3
2026-07-17T05:30:00Z,3,wind,19.5
2026-07-17T05:30:00Z,4,biomass,17.7
2026-07-17T05:30:00Z,4,coal,0
2026-07-17T05:30:00Z,4,gas,0
2026-07-17T05:30:00Z,4,hydro,0
2026-07-17T05:30:00Z,4,imports,40.8
2026-07-17T05:30:00Z,4,nuclear,28.5
2026-07-17T05:30:00Z,4,other,0
2026-07-17T05:30:00Z,4,solar,1.7
2026-07-17T05:30:00Z,4,wind,11.3
2026-07-17T05:30:00Z,5,biomass,43.3
2026-07-17T05:30:00Z,5,coal,0
2026-07-17T05:30:00Z,5,gas,23.2
2026-07-17T05:30:00Z,5,hydro,0
2026-07-17T05:30:00Z,5,imports,10.8
2026-07-17T05:30:00Z,5,nuclear,8.9
2026-07-17T05:30:00Z,5,other,0
2026-07-17T05:30:00Z,5,solar,2.7
2026-07-17T05:30:00Z,5,wind,11.1
2026-07-17T05:30:00Z,6,biomass,3.3
2026-07-17T05:30:00Z,6,coal,0
2026-07-17T05:30:00Z,6,gas,14.5
2026-07-17T05:30:00Z,6,hydro,0
2026-07-17T05:30:00Z,6,imports,4.4
2026-07-17T05:30:00Z,6,nuclear,40.8
2026-07-17T05:30:00Z,6,other,0
2026-07-17T05:30:00Z,6,solar,5.4
2026-07-17T05:30:00Z,6,wind,31.5
2026-07-17T05:30:00Z,7,biomass,0
2026-07-17T05:30:00Z,7,coal,0
2026-07-17T05:30:00Z,7,gas,95.3
2026-07-17T05:30:00Z,7,hydro,0
2026-07-17T05:30:00Z,7,imports,0
2026-07-17T05:30:00Z,7,nuclear,0
2026-07-17T05:30:00Z,7,other,0
2026-07-17T05:30:00Z,7,solar,4.2
2026-07-17T05:30:00Z,7,wind,0.5
2026-07-17T05:30:00Z,8,biomass,3.6
2026-07-17T05:30:00Z,8,coal,0
2026-07-17T05:30:00Z,8,gas,44.7
2026-07-17T05:30:00Z,8,hydro,0
2026-07-17T05:30:00Z,8,imports,4.8
2026-07-17T05:30:00Z,8,nuclear,24.6
2026-07-17T05:30:00Z,8,other,0
2026-07-17T05:30:00Z,8,solar,7.3
2026-07-17T05:30:00Z,8,wind,15.1
2026-07-17T05:30:00Z,9,biomass,20
2026-07-17T05:30:00Z,9,coal,0
2026-07-17T05:30:00Z,9,gas,59
2026-07-17T05:30:00Z,9,hydro,0
2026-07-17T05:30:00Z,9,imports,5
2026-07-17T05:30:00Z,9,nuclear,4
2026-07-17T05:30:00Z,9,other,0
2026-07-17T05:30:00Z,9,solar,5.9
2026-07-17T05:30:00Z,9,wind,6.1
2026-07-17T05:30:00Z,10,biomass,13.1
2026-07-17T05:30:00Z,10,coal,0
2026-07-17T05:30:00Z,10,gas,52.3
2026-07-17T05:30:00Z,10,hydro,0
2026-07-17T05:30:00Z,10,imports,3.3
2026-07-17T05:30:00Z,10,nuclear,2.2
2026-07-17T05:30:00Z,10,other,0
2026-07-17T05:30:00Z,10,solar,13
2026-07-17T05:30:00Z,10,wind,16.1
2026-07-17T05:30:00Z,11,biomass,0
2026-07-17T05:30:00Z,11,coal,0
2026-07-17T05:30:00Z,11,gas,82.1
2026-07-17T05:30:00Z,11,hydro,0
2026-07-17T05:30:00Z,11,imports,0
2026-07-17T05:30:00Z,11,nuclear,0.1
2026-07-17T05:30:00Z,11,other,0
2026-07-17T05:30:00Z,11,solar,16.7
2026-07-17T05:30:00Z,11,wind,1.1
2026-07-17T05:30:00Z,12,biomass,7.5
2026-07-17T05:30:00Z,12,coal,0
2026-07-17T05:30:00Z,12,gas,56.2
2026-07-17T05:30:00Z,12,hydro,0
2026-07-17T05:30:00Z,12,imports,11.6
2026-07-17T05:30:00Z,12,nuclear,6.9
2026-07-17T05:30:00Z,12,other,0
2026-07-17T05:30:00Z,12,solar,11.3
2026-07-17T05:30:00Z,12,wind,6.6
2026-07-17T05:30:00Z,13,biomass,6.2
2026-07-17T05:30:00Z,13,coal,0
2026-07-17T05:30:00Z,13,gas,64
2026-07-17T05:30:00Z,13,hydro,0.2
2026-07-17T05:30:00Z,13,imports,11
2026-07-17T05:30:00Z,13,nuclear,2.1
2026-07-17T05:30:00Z,13,other,0
2026-07-17T05:30:00Z,13,solar,8.9
2026-07-17T05:30:00Z,13,wind,7.7
2026-07-17T05:30:00Z,14,biomass,0.8
2026-07-17T05:30:00Z,14,coal,0
2026-07-17T05:30:00Z,14,gas,75.6
2026-07-17T05:30:00Z,14,hydro,0.4
2026-07-17T05:30:00Z,14,imports,15.7
2026-07-17T05:30:00Z,14,nuclear,0.3
2026-07-17T05:30:00Z,14,other,0
2026-07-17T05:30:00Z,14,solar,4.7
2026-07-17T05:30:00Z,14,wind,2.6
2026-07-17T05:30:00Z,15,biomass,10.3
2026-07-17T05:30:00Z,15,coal,0
2026-07-17T05:30:00Z,15,gas,48.1
2026-07-17T05:30:00Z,15,hydro,0
2026-07-17T05:30:00Z,15,imports,10.2
2026-07-17T05:30:00Z,15,nuclear,12.1
2026-07-17T05:30:00Z,15,other,0
2026-07-17T05:30:00Z,15,solar,7.8
2026-07-17T05:30:00Z,15,wind,11.5
2026-07-17T05:30:00Z,16,biomass,2.2
2026-07-17T05:30:00Z,16,coal,0
2026-07-17T05:30:00Z,16,gas,0
2026-07-17T05:30:00Z,16,hydro,0
2026-07-17T05:30:00Z,16,imports,0
2026-07-17T05:30:00Z,16,nuclear,43.8
2026-07-17T05:30:00Z,16,other,0
2026-07-17T05:30:00Z,16,solar,1.7
2026-07-17T05:30:00Z,16,wind,52.3
2026-07-17T05:30:00Z,17,biomass,0.2
2026-07-17T05:30:00Z,17,coal,0
2026-07-17T05:30:00Z,17,gas,84
2026-07-17T05:30:00Z,17,hydro,0
2026-07-17T05:30:00Z,17,imports,0
2026-07-17T05:30:00Z,17,nuclear,5.8
2026-07-17T05:30:00Z,17,other,0
2026-07-17T05:30:00Z,17,solar,4.3
2026-07-17T05:30:00Z,17,wind,5.7
2026-07-17T05:30:00Z,18,biomass,9.2
2026-07-17T05:30:00Z,18,coal,0
2026-07-17T05:30:00Z,18,gas,46.2
2026-07-17T05:30:00Z,18,hydro,1.5
2026-07-17T05:30:00Z,18,imports,9.6
2026-07-17T05:30:00Z,18,nuclear,12.1
2026-07-17T05:30:00Z,18,other,2.5
2026-07-17T05:30:00Z,18,solar,7.1
2026-07-17T05:30:00Z,18,wind,11.8
2026-07-17T06:00:00Z,1,biomass,0
2026-07-17T06:00:00Z,1,coal,0
2026-07-17T06:00:00Z,1,gas,0
2026-07-17T06:00:00Z,1,hydro,0
2026-07-17T06:00:00Z,1,imports,0
2026-07-17T06:00:00Z,1,nuclear,0
2026-07-17T06:00:00Z,1,other,0
2026-07-17T06:00:00Z,1,solar,2.2
2026-07-17T06:00:00Z,1,wind,97.8
2026-07-17T06:00:00Z,2,biomass,2.2
2026-07-17T06:00:00Z,2,coal,0
2026-07-17T06:00:00Z,2,gas,0
2026-07-17T06:00:00Z,2,hydro,0
2026-07-17T06:00:00Z,2,imports,0
2026-07-17T06:00:00Z,2,nuclear,49.5
2026-07-17T06:00:00Z,2,other,0
2026-07-17T06:00:00Z,2,solar,2.3
2026-07-17T06:00:00Z,2,wind,46
2026-07-17T06:00:00Z,3,biomass,4.7
2026-07-17T06:00:00Z,3,coal,0
2026-07-17T06:00:00Z,3,gas,18.2
2026-07-17T06:00:00Z,3,hydro,0
2026-07-17T06:00:00Z,3,imports,9.3
2026-07-17T06:00:00Z,3,nuclear,44.8
2026-07-17T06:00:00Z,3,other,0
2026-07-17T06:00:00Z,3,solar,3.2
2026-07-17T06:00:00Z,3,wind,19.8
2026-07-17T06:00:00Z,4,biomass,17.5
2026-07-17T06:00:00Z,4,coal,0
2026-07-17T06:00:00Z,4,gas,0
2026-07-17T06:00:00Z,4,hydro,0
2026-07-17T06:00:00Z,4,imports,40.5
2026-07-17T06:00:00Z,4,nuclear,27.3
2026-07-17T06:00:00Z,4,other,0
2026-07-17T06:00:00Z,4,solar,2.3
2026-07-17T06:00:00Z,4,wind,12.4
2026-07-17T06:00:00Z,5,biomass,42.3
2026-07-17T06:00:00Z,5,coal,0
2026-07-17T06:00:00Z,5,gas,25.4
2026-07-17T06:00:00Z,5,hydro,0
2026-07-17T06:00:00Z,5,imports,10.5
2026-07-17T06:00:00Z,5,nuclear,7.8
2026-07-17T06:00:00Z,5,other,0
2026-07-17T06:00:00Z,5,solar,3.4
2026-07-17T06:00:00Z,5,wind,10.6
2026-07-17T06:00:00Z,6,biomass,2.6
2026-07-17T06:00:00Z,6,coal,0
2026-07-17T06:00:00Z,6,gas,21.9
2026-07-17T06:00:00Z,6,hydro,0
2026-07-17T06:00:00Z,6,imports,3.5
2026-07-17T06:00:00Z,6,nuclear,38
2026-07-17T06:00:00Z,6,other,0
2026-07-17T06:00:00Z,6,solar,6.8
2026-07-17T06:00:00Z,6,wind,27.1
2026-07-17T06:00:00Z,7,biomass,0
2026-07-17T06:00:00Z,7,coal,0
2026-07-17T06:00:00Z,7,gas,93
2026-07-17T06:00:00Z,7,hydro,0
2026-07-17T06:00:00Z,7,imports,0
2026-07-17T06:00:00Z,7,nuclear,0
2026-07-17T06:00:00Z,7,other,0
2026-07-17T06:00:00Z,7,solar,6.6
2026-07-17T06:00:00Z,7,wind,0.5
2026-07-17T06:00:00Z,8,biomass,3.1
2026-07-17T06:00:00Z,8,coal,0
2026-07-17T06:00:00Z,8,gas,43
2026-07-17T06:00:00Z,8,hydro,0
2026-07-17T06:00:00Z,8,imports,4.3
2026-07-17T06:00:00Z,8,nuclear,24.1
2026-07-17T06:00:00Z,8,other,0
2026-07-17T06:00:00Z,8,solar,10.9
2026-07-17T06:00:00Z,8,wind,14.6
2026-07-17T06:00:00Z,9,biomass,20.1
2026-07-17T06:00:00Z,9,coal,0
2026-07-17T06:00:00Z,9,gas,56.8
2026-07-17T06:00:00Z,9,hydro,0
2026-07-17T06:00:00Z,9,imports,5
2026-07-17T06:00:00Z,9,nuclear,3.5
2026-07-17T06:00:00Z,9,other,0
2026-07-17T06:00:00Z,9,solar,8.6
2026-07-17T06:00:00Z,9,wind,6
2026-07-17T06:00:00Z,10,biomass,10.8
2026-07-17T06:00:00Z,10,coal,0
2026-07-17T06:00:00Z,10,gas,47.2
2026-07-17T06:00:00Z,10,hydro,0
2026-07-17T06:00:00Z,10,imports,10.6
2026-07-17T06:00:00Z,10,nuclear,1.5
2026-07-17T06:00:00Z,10,other,0
2026-07-17T06:00:00Z,10,solar,16.8
2026-07-17T06:00:00Z,10,wind,13
2026-07-17T06:00:00Z,11,biomass,0
2026-07-17T06:00:00Z,11,coal,0
2026-07-17T06:00:00Z,11,gas,71.4
2026-07-17T06:00:00Z,11,hydro,0
2026-07-17T06:00:00Z,11,imports,0
2026-07-17T06:00:00Z,11,nuclear,0.2
2026-07-17T06:00:00Z,11,other,0
2026-07-17T06:00:00Z,11,solar,27.5
2026-07-17T06:00:00Z,11,wind,0.9
2026-07-17T06:00:00Z,12,biomass,6.9
2026-07-17T06:00:00Z,12,coal,0
2026-07-17T06:00:00Z,12,gas,52.1
2026-07-17T06:00:00Z,12,hydro,0
2026-07-17T06:00:00Z,12,imports,12.6
2026-07-17T06:00:00Z,12,nuclear,5.1
2026-07-17T06:00:00Z,12,other,0
2026-07-17T06:00:00Z,12,solar,17.2
2026-07-17T06:00:00Z,12,wind,6.1
2026-07-17T06:00:00Z,13,biomass,4.9
2026-07-17T06:00:00Z,13,coal,0
2026-07-17T06:00:00Z,13,gas,61.1
2026-07-17T06:00:00Z,13,hydro,0.2
2026-07-17T06:00:00Z,13,imports,14.3
2026-07-17T06:00:00Z,13,nuclear,1.3
2026-07-17T06:00:00Z,13,other,0
2026-07-17T06:00:00Z,13,solar,11.8
2026-07-17T06:00:00Z,13,wind,6.3
2026-07-17T06:00:00Z,14,biomass,0
2026-07-17T06:00:00Z,14,coal,0
2026-07-17T06:00:00Z,14,gas,74.6
2026-07-17T06:00:00Z,14,hydro,0.4
2026-07-17T06:00:00Z,14,imports,17.6
2026-07-17T06:00:00Z,14,nuclear,0
2026-07-17T06:00:00Z,14,other,0
2026-07-17T06:00:00Z,14,solar,5.5
2026-07-17T06:00:00Z,14,wind,1.9
2026-07-17T06:00:00Z,15,biomass,10
2026-07-17T06:00:00Z,15,coal,0
2026-07-17T06:00:00Z,15,gas,45.9
2026-07-17T06:00:00Z,15,hydro,0
2026-07-17T06:00:00Z,15,imports,10.2
2026-07-17T06:00:00Z,15,nuclear,11.6
2026-07-17T06:00:00Z,15,other,0
2026-07-17T06:00:00Z,15,solar,11.3
2026-07-17T06:00:00Z,15,wind,11
2026-07-17T06:00:00Z,16,biomass,2.1
2026-07-17T06:00:00Z,16,coal,0
2026-07-17T06:00:00Z,16,gas,0
2026-07-17T06:00:00Z,16,hydro,0
2026-07-17T06:00:00Z,16,imports,0
2026-07-17T06:00:00Z,16,nuclear,43.7
2026-07-17T06:00:00Z,16,other,0
2026-07-17T06:00:00Z,16,solar,2.3
2026-07-17T06:00:00Z,16,wind,51.9
2026-07-17T06:00:00Z,17,biomass,0.3
2026-07-17T06:00:00Z,17,coal,0
2026-07-17T06:00:00Z,17,gas,77.8
2026-07-17T06:00:00Z,17,hydro,0
2026-07-17T06:00:00Z,17,imports,0
2026-07-17T06:00:00Z,17,nuclear,8
2026-07-17T06:00:00Z,17,other,0
2026-07-17T06:00:00Z,17,solar,6.7
2026-07-17T06:00:00Z,17,wind,7.3
2026-07-17T06:00:00Z,18,biomass,8.8
2026-07-17T06:00:00Z,18,coal,0
2026-07-17T06:00:00Z,18,gas,43.2
2026-07-17T06:00:00Z,18,hydro,1.4
2026-07-17T06:00:00Z,18,imports,9.4
2026-07-17T06:00:00Z,18,nuclear,11.5
2026-07-17T06:00:00Z,18,other,4.4
2026-07-17T06:00:00Z,18,solar,10.1
2026-07-17T06:00:00Z,18,wind,11.2
2026-07-17T06:30:00Z,1,biomass,0
2026-07-17T06:30:00Z,1,coal,0
2026-07-17T06:30:00Z,1,gas,0
2026-07-17T06:30:00Z,1,hydro,0
2026-07-17T06:30:00Z,1,imports,0
2026-07-17T06:30:00Z,1,nuclear,0
2026-07-17T06:30:00Z,1,other,0
2026-07-17T06:30:00Z,1,solar,3.2
2026-07-17T06:30:00Z,1,wind,96.8
2026-07-17T06:30:00Z,2,biomass,2.3
2026-07-17T06:30:00Z,2,coal,0
2026-07-17T06:30:00Z,2,gas,0
2026-07-17T06:30:00Z,2,hydro,0
2026-07-17T06:30:00Z,2,imports,0
2026-07-17T06:30:00Z,2,nuclear,45
2026-07-17T06:30:00Z,2,other,0
2026-07-17T06:30:00Z,2,solar,3.7
2026-07-17T06:30:00Z,2,wind,48.9
2026-07-17T06:30:00Z,3,biomass,5
2026-07-17T06:30:00Z,3,coal,0
2026-07-17T06:30:00Z,3,gas,17.2
2026-07-17T06:30:00Z,3,hydro,0
2026-07-17T06:30:00Z,3,imports,9.9
2026-07-17T06:30:00Z,3,nuclear,44.1
2026-07-17T06:30:00Z,3,other,0
2026-07-17T06:30:00Z,3,solar,4.7
2026-07-17T06:30:00Z,3,wind,19.1
2026-07-17T06:30:00Z,4,biomass,18.2
2026-07-17T06:30:00Z,4,coal,0
2026-07-17T06:30:00Z,4,gas,0
2026-07-17T06:30:00Z,4,hydro,0
2026-07-17T06:30:00Z,4,imports,41.2
2026-07-17T06:30:00Z,4,nuclear,25.2
2026-07-17T06:30:00Z,4,other,0
2026-07-17T06:30:00Z,4,solar,3.3
2026-07-17T06:30:00Z,4,wind,12.2
2026-07-17T06:30:00Z,5,biomass,44.4
2026-07-17T06:30:00Z,5,coal,0
2026-07-17T06:30:00Z,5,gas,26.2
2026-07-17T06:30:00Z,5,hydro,0
2026-07-17T06:30:00Z,5,imports,9.5
2026-07-17T06:30:00Z,5,nuclear,6.4
2026-07-17T06:30:00Z,5,other,0
2026-07-17T06:30:00Z,5,solar,4.4
2026-07-17T06:30:00Z,5,wind,9.2
2026-07-17T06:30:00Z,6,biomass,3.2
2026-07-17T06:30:00Z,6,coal,0
2026-07-17T06:30:00Z,6,gas,14
2026-07-17T06:30:00Z,6,hydro,0
2026-07-17T06:30:00Z,6,imports,4.3
2026-07-17T06:30:00Z,6,nuclear,37.1
2026-07-17T06:30:00Z,6,other,0
2026-07-17T06:30:00Z,6,solar,10.8
2026-07-17T06:30:00Z,6,wind,30.7
2026-07-17T06:30:00Z,7,biomass,0
2026-07-17T06:30:00Z,7,coal,0
2026-07-17T06:30:00Z,7,gas,88.9
2026-07-17T06:30:00Z,7,hydro,0
2026-07-17T06:30:00Z,7,imports,0
2026-07-17T06:30:00Z,7,nuclear,0
2026-07-17T06:30:00Z,7,other,0
2026-07-17T06:30:00Z,7,solar,10.6
2026-07-17T06:30:00Z,7,wind,0.5
2026-07-17T06:30:00Z,8,biomass,4.5
2026-07-17T06:30:00Z,8,coal,0
2026-07-17T06:30:00Z,8,gas,36.3
2026-07-17T06:30:00Z,8,hydro,0
2026-07-17T06:30:00Z,8,imports,4.8
2026-07-17T06:30:00Z,8,nuclear,23.8
2026-07-17T06:30:00Z,8,other,0
2026-07-17T06:30:00Z,8,solar,16.5
2026-07-17T06:30:00Z,8,wind,14.1
2026-07-17T06:30:00Z,9,biomass,18.7
2026-07-17T06:30:00Z,9,coal,0
2026-07-17T06:30:00Z,9,gas,58.1
2026-07-17T06:30:00Z,9,hydro,0
2026-07-17T06:30:00Z,9,imports,4
2026-07-17T06:30:00Z,9,nuclear,2.8
2026-07-17T06:30:00Z,9,other,0
2026-07-17T06:30:00Z,9,solar,11.4
2026-07-17T06:30:00Z,9,wind,5
2026-07-17T06:30:00Z,10,biomass,7.1
2026-07-17T06:30:00Z,10,coal,0
2026-07-17T06:30:00Z,10,gas,41.3
2026-07-17T06:30:00Z,10,hydro,0
2026-07-17T06:30:00Z,10,imports,19.9
2026-07-17T06:30:00Z,10,nuclear,0.8
2026-07-17T06:30:00Z,10,other,0
2026-07-17T06:30:00Z,10,solar,20.4
2026-07-17T06:30:00Z,10,wind,10.4
2026-07-17T06:30:00Z,11,biomass,0.2
2026-07-17T06:30:00Z,11,coal,0
2026-07-17T06:30:00Z,11,gas,61.5
2026-07-17T06:30:00Z,11,hydro,0
2026-07-17T06:30:00Z,11,imports,0.9
2026-07-17T06:30:00Z,11,nuclear,0.3
2026-07-17T06:30:00Z,11,other,0
2026-07-17T06:30:00Z,11,solar,36.4
2026-07-17T06:30:00Z,11,wind,0.7
2026-07-17T06:30:00Z,12,biomass,5.2
2026-07-17T06:30:00Z,12,coal,0
2026-07-17T06:30:00Z,12,gas,43.9
2026-07-17T06:30:00Z,12,hydro,0
2026-07-17T06:30:00Z,12,imports,22.3
2026-07-17T06:30:00Z,12,nuclear,2.6
2026-07-17T06:30:00Z,12,other,0
2026-07-17T06:30:00Z,12,solar,22.3
2026-07-17T06:30:00Z,12,wind,3.6
2026-07-17T06:30:00Z,13,biomass,2.2
2026-07-17T06:30:00Z,13,coal,0
2026-07-17T06:30:00Z,13,gas,45.5
2026-07-17T06:30:00Z,13,hydro,0.2
2026-07-17T06:30:00Z,13,imports,36.9
2026-07-17T06:30:00Z,13,nuclear,0.4
2026-07-17T06:30:00Z,13,other,0
2026-07-17T06:30:00Z,13,solar,11
2026-07-17T06:30:00Z,13,wind,3.6
2026-07-17T06:30:00Z,14,biomass,0
2026-07-17T06:30:00Z,14,coal,0
2026-07-17T06:30:00Z,14,gas,47.2
2026-07-17T06:30:00Z,14,hydro,0.3
2026-07-17T06:30:00Z,14,imports,45.8
2026-07-17T06:30:00Z,14,nuclear,0
2026-07-17T06:30:00Z,14,other,0
2026-07-17T06:30:00Z,14,solar,5.3
2026-07-17T06:30:00Z,14,wind,1.5
2026-07-17T06:30:00Z,15,biomass,9.5
2026-07-17T06:30:00Z,15,coal,0
2026-07-17T06:30:00Z,15,gas,39.2
2026-07-17T06:30:00Z,15,hydro,0
2026-07-17T06:30:00Z,15,imports,16.1
2026-07-17T06:30:00Z,15,nuclear,10.8
2026-07-17T06:30:00Z,15,other,0
2026-07-17T06:30:00Z,15,solar,14.7
2026-07-17T06:30:00Z,15,wind,9.6
2026-07-17T06:30:00Z,16,biomass,2.2
2026-07-17T06:30:00Z,16,coal,0
2026-07-17T06:30:00Z,16,gas,0
2026-07-17T06:30:00Z,16,hydro,0
2026-07-17T06:30:00Z,16,imports,0
2026-07-17T06:30:00Z,16,nuclear,38.6
2026-07-17T06:30:00Z,16,other,0
2026-07-17T06:30:00Z,16,solar,3.7
2026-07-17T06:30:00Z,16,wind,55.5
2026-07-17T06:30:00Z,17,biomass,0.4
2026-07-17T06:30:00Z,17,coal,0
2026-07-17T06:30:00Z,17,gas,71.2
2026-07-17T06:30:00Z,17,hydro,0
2026-07-17T06:30:00Z,17,imports,0
2026-07-17T06:30:00Z,17,nuclear,8.5
2026-07-17T06:30:00Z,17,other,0
2026-07-17T06:30:00Z,17,solar,9.8
2026-07-17T06:30:00Z,17,wind,10.1
2026-07-17T06:30:00Z,18,biomass,8.4
2026-07-17T06:30:00Z,18,coal,0
